"dt","paramname","station_code","observed_value","model_value"
2019-01-01 01:00:00.000 +0100,PM10,SlCzestoArmK,26.292,24.346
2019-01-01 02:00:00.000 +0100,PM10,SlCzestoArmK,32.161,24.361
2019-01-01 03:00:00.000 +0100,PM10,SlCzestoArmK,26.668,25.503
2019-01-01 04:00:00.000 +0100,PM10,SlCzestoArmK,31.623,29.967
2019-01-01 05:00:00.000 +0100,PM10,SlCzestoArmK,29.015,29.430
2019-01-01 06:00:00.000 +0100,PM10,SlCzestoArmK,17.682,28.900
2019-01-01 07:00:00.000 +0100,PM10,SlCzestoArmK,13.475,30.574
2019-01-01 08:00:00.000 +0100,PM10,SlCzestoArmK,14.273,31.942
2019-01-01 09:00:00.000 +0100,PM10,SlCzestoArmK,13.879,31.140
2019-01-01 10:00:00.000 +0100,PM10,SlCzestoArmK,10.370,29.373
2019-01-01 11:00:00.000 +0100,PM10,SlCzestoArmK,10.874,27.404
2019-01-01 12:00:00.000 +0100,PM10,SlCzestoArmK,16.517,25.058
2019-01-01 13:00:00.000 +0100,PM10,SlCzestoArmK,14.358,24.220
2019-01-01 14:00:00.000 +0100,PM10,SlCzestoArmK,14.789,23.606
2019-01-01 15:00:00.000 +0100,PM10,SlCzestoArmK,12.874,21.588
2019-01-01 16:00:00.000 +0100,PM10,SlCzestoArmK,15.963,15.988
2019-01-01 17:00:00.000 +0100,PM10,SlCzestoArmK,3.976,16.665
2019-01-01 18:00:00.000 +0100,PM10,SlCzestoArmK,13.569,16.105
2019-01-01 19:00:00.000 +0100,PM10,SlCzestoArmK,14.095,12.712
2019-01-01 20:00:00.000 +0100,PM10,SlCzestoArmK,14.245,13.541
2019-01-01 21:00:00.000 +0100,PM10,SlCzestoArmK,12.010,13.511
2019-01-01 22:00:00.000 +0100,PM10,SlCzestoArmK,7.279,13.024
2019-01-01 23:00:00.000 +0100,PM10,SlCzestoArmK,7.045,13.047
2019-01-02 00:00:00.000 +0100,PM10,SlCzestoArmK,9.094,12.737
2019-01-02 01:00:00.000 +0100,PM10,SlCzestoArmK,8.884,12.814
2019-01-02 02:00:00.000 +0100,PM10,SlCzestoArmK,6.878,12.006
2019-01-02 03:00:00.000 +0100,PM10,SlCzestoArmK,6.214,12.020
2019-01-02 04:00:00.000 +0100,PM10,SlCzestoArmK,4.096,12.742
2019-01-02 05:00:00.000 +0100,PM10,SlCzestoArmK,12.245,16.126
2019-01-02 06:00:00.000 +0100,PM10,SlCzestoArmK,11.024,14.492
2019-01-02 07:00:00.000 +0100,PM10,SlCzestoArmK,13.569,13.179
2019-01-02 08:00:00.000 +0100,PM10,SlCzestoArmK,16.846,12.109
2019-01-02 09:00:00.000 +0100,PM10,SlCzestoArmK,10.517,12.934
2019-01-02 10:00:00.000 +0100,PM10,SlCzestoArmK,14.649,16.948
2019-01-02 11:00:00.000 +0100,PM10,SlCzestoArmK,17.268,17.602
2019-01-02 12:00:00.000 +0100,PM10,SlCzestoArmK,12.806,14.552
2019-01-02 13:00:00.000 +0100,PM10,SlCzestoArmK,13.644,12.914
2019-01-02 14:00:00.000 +0100,PM10,SlCzestoArmK,13.801,13.534
2019-01-02 15:00:00.000 +0100,PM10,SlCzestoArmK,16.836,14.395
2019-01-02 16:00:00.000 +0100,PM10,SlCzestoArmK,16.564,15.091
2019-01-02 17:00:00.000 +0100,PM10,SlCzestoArmK,18.827,15.524
2019-01-02 18:00:00.000 +0100,PM10,SlCzestoArmK,15.512,15.715
2019-01-02 19:00:00.000 +0100,PM10,SlCzestoArmK,17.456,15.514
2019-01-02 20:00:00.000 +0100,PM10,SlCzestoArmK,13.193,15.837
2019-01-02 21:00:00.000 +0100,PM10,SlCzestoArmK,9.166,25.031
2019-01-02 22:00:00.000 +0100,PM10,SlCzestoArmK,12.329,26.164
2019-01-02 23:00:00.000 +0100,PM10,SlCzestoArmK,10.424,26.285
2019-01-03 00:00:00.000 +0100,PM10,SlCzestoArmK,8.957,23.516
2019-01-03 01:00:00.000 +0100,PM10,SlCzestoArmK,7.860,21.536
2019-01-03 02:00:00.000 +0100,PM10,SlCzestoArmK,22.264,18.198
2019-01-03 03:00:00.000 +0100,PM10,SlCzestoArmK,9.320,16.957
2019-01-03 04:00:00.000 +0100,PM10,SlCzestoArmK,10.803,17.290
2019-01-03 05:00:00.000 +0100,PM10,SlCzestoArmK,18.649,16.552
2019-01-03 06:00:00.000 +0100,PM10,SlCzestoArmK,14.273,16.818
2019-01-03 07:00:00.000 +0100,PM10,SlCzestoArmK,12.724,18.655
2019-01-03 08:00:00.000 +0100,PM10,SlCzestoArmK,15.832,20.451
2019-01-03 09:00:00.000 +0100,PM10,SlCzestoArmK,13.991,19.554
2019-01-03 10:00:00.000 +0100,PM10,SlCzestoArmK,13.203,21.434
2019-01-03 11:00:00.000 +0100,PM10,SlCzestoArmK,11.681,24.502
2019-01-03 12:00:00.000 +0100,PM10,SlCzestoArmK,18.845,25.469
2019-01-03 13:00:00.000 +0100,PM10,SlCzestoArmK,35.034,23.546
2019-01-03 14:00:00.000 +0100,PM10,SlCzestoArmK,28.123,23.851
2019-01-03 15:00:00.000 +0100,PM10,SlCzestoArmK,32.734,20.476
2019-01-03 16:00:00.000 +0100,PM10,SlCzestoArmK,26.611,22.702
2019-01-03 17:00:00.000 +0100,PM10,SlCzestoArmK,37.635,22.024
2019-01-03 18:00:00.000 +0100,PM10,SlCzestoArmK,43.222,20.989
2019-01-03 19:00:00.000 +0100,PM10,SlCzestoArmK,28.696,20.175
2019-01-03 20:00:00.000 +0100,PM10,SlCzestoArmK,24.555,19.833
2019-01-03 21:00:00.000 +0100,PM10,SlCzestoArmK,22.076,19.875
2019-01-03 22:00:00.000 +0100,PM10,SlCzestoArmK,21.841,20.264
2019-01-03 23:00:00.000 +0100,PM10,SlCzestoArmK,17.390,20.352
2019-01-04 00:00:00.000 +0100,PM10,SlCzestoArmK,20.067,20.306
2019-01-04 01:00:00.000 +0100,PM10,SlCzestoArmK,19.569,20.642
2019-01-04 02:00:00.000 +0100,PM10,SlCzestoArmK,11.719,21.028
2019-01-04 03:00:00.000 +0100,PM10,SlCzestoArmK,12.677,22.199
2019-01-04 04:00:00.000 +0100,PM10,SlCzestoArmK,12.149,23.773
2019-01-04 05:00:00.000 +0100,PM10,SlCzestoArmK,20.038,22.072
2019-01-04 06:00:00.000 +0100,PM10,SlCzestoArmK,22.639,23.842
2019-01-04 07:00:00.000 +0100,PM10,SlCzestoArmK,27.795,24.049
2019-01-04 08:00:00.000 +0100,PM10,SlCzestoArmK,30.527,24.612
2019-01-04 09:00:00.000 +0100,PM10,SlCzestoArmK,33.284,26.195
2019-01-04 10:00:00.000 +0100,PM10,SlCzestoArmK,24.572,27.292
2019-01-04 11:00:00.000 +0100,PM10,SlCzestoArmK,22.539,22.342
2019-01-04 12:00:00.000 +0100,PM10,SlCzestoArmK,20.878,18.835
2019-01-04 13:00:00.000 +0100,PM10,SlCzestoArmK,22.716,17.916
2019-01-04 14:00:00.000 +0100,PM10,SlCzestoArmK,21.393,19.245
2019-01-04 15:00:00.000 +0100,PM10,SlCzestoArmK,24.883,19.870
2019-01-04 16:00:00.000 +0100,PM10,SlCzestoArmK,25.887,21.496
2019-01-04 17:00:00.000 +0100,PM10,SlCzestoArmK,29.314,23.133
2019-01-04 18:00:00.000 +0100,PM10,SlCzestoArmK,22.042,23.861
2019-01-04 19:00:00.000 +0100,PM10,SlCzestoArmK,28.417,23.565
2019-01-04 20:00:00.000 +0100,PM10,SlCzestoArmK,39.642,22.571
2019-01-04 21:00:00.000 +0100,PM10,SlCzestoArmK,50.147,21.770
2019-01-04 22:00:00.000 +0100,PM10,SlCzestoArmK,32.422,20.877
2019-01-04 23:00:00.000 +0100,PM10,SlCzestoArmK,34.296,21.690
2019-01-05 00:00:00.000 +0100,PM10,SlCzestoArmK,26.752,22.840
2019-01-05 01:00:00.000 +0100,PM10,SlCzestoArmK,17.250,23.789
2019-01-05 02:00:00.000 +0100,PM10,SlCzestoArmK,11.174,22.931
2019-01-05 03:00:00.000 +0100,PM10,SlCzestoArmK,7.037,21.298
2019-01-05 04:00:00.000 +0100,PM10,SlCzestoArmK,5.199,22.482
2019-01-05 05:00:00.000 +0100,PM10,SlCzestoArmK,3.098,23.298
2019-01-05 06:00:00.000 +0100,PM10,SlCzestoArmK,7.040,23.989
2019-01-05 07:00:00.000 +0100,PM10,SlCzestoArmK,5.448,24.324
2019-01-05 08:00:00.000 +0100,PM10,SlCzestoArmK,14.132,25.042
2019-01-05 09:00:00.000 +0100,PM10,SlCzestoArmK,18.311,25.320
2019-01-05 10:00:00.000 +0100,PM10,SlCzestoArmK,16.752,25.123
2019-01-05 11:00:00.000 +0100,PM10,SlCzestoArmK,13.343,25.961
2019-01-05 12:00:00.000 +0100,PM10,SlCzestoArmK,18.930,26.070
2019-01-05 13:00:00.000 +0100,PM10,SlCzestoArmK,20.555,25.012
2019-01-05 14:00:00.000 +0100,PM10,SlCzestoArmK,22.817,22.428
2019-01-05 15:00:00.000 +0100,PM10,SlCzestoArmK,22.456,22.680
2019-01-05 16:00:00.000 +0100,PM10,SlCzestoArmK,24.038,23.586
2019-01-05 17:00:00.000 +0100,PM10,SlCzestoArmK,23.669,22.311
2019-01-05 18:00:00.000 +0100,PM10,SlCzestoArmK,15.691,22.514
2019-01-05 19:00:00.000 +0100,PM10,SlCzestoArmK,14.742,24.409
2019-01-05 20:00:00.000 +0100,PM10,SlCzestoArmK,9.674,24.756
2019-01-05 21:00:00.000 +0100,PM10,SlCzestoArmK,13.897,24.361
2019-01-05 22:00:00.000 +0100,PM10,SlCzestoArmK,8.186,23.743
2019-01-05 23:00:00.000 +0100,PM10,SlCzestoArmK,11.033,23.519
2019-01-06 00:00:00.000 +0100,PM10,SlCzestoArmK,14.454,23.661
2019-01-06 01:00:00.000 +0100,PM10,SlCzestoArmK,12.117,21.700
2019-01-06 02:00:00.000 +0100,PM10,SlCzestoArmK,6.695,20.438
2019-01-06 03:00:00.000 +0100,PM10,SlCzestoArmK,7.595,20.699
2019-01-06 04:00:00.000 +0100,PM10,SlCzestoArmK,6.465,20.817
2019-01-06 05:00:00.000 +0100,PM10,SlCzestoArmK,6.942,20.694
2019-01-06 06:00:00.000 +0100,PM10,SlCzestoArmK,8.931,20.728
2019-01-06 07:00:00.000 +0100,PM10,SlCzestoArmK,9.628,21.081
2019-01-06 08:00:00.000 +0100,PM10,SlCzestoArmK,6.633,21.387
2019-01-06 09:00:00.000 +0100,PM10,SlCzestoArmK,4.881,22.417
2019-01-06 10:00:00.000 +0100,PM10,SlCzestoArmK,11.299,22.934
2019-01-06 11:00:00.000 +0100,PM10,SlCzestoArmK,15.655,20.506
2019-01-06 12:00:00.000 +0100,PM10,SlCzestoArmK,16.214,19.276
2019-01-06 13:00:00.000 +0100,PM10,SlCzestoArmK,15.633,18.041
2019-01-06 14:00:00.000 +0100,PM10,SlCzestoArmK,16.737,17.361
2019-01-06 15:00:00.000 +0100,PM10,SlCzestoArmK,24.867,18.844
2019-01-06 16:00:00.000 +0100,PM10,SlCzestoArmK,15.973,21.385
2019-01-06 17:00:00.000 +0100,PM10,SlCzestoArmK,14.794,23.263
2019-01-06 18:00:00.000 +0100,PM10,SlCzestoArmK,17.278,24.470
2019-01-06 19:00:00.000 +0100,PM10,SlCzestoArmK,19.192,26.678
2019-01-06 20:00:00.000 +0100,PM10,SlCzestoArmK,19.656,29.897
2019-01-06 21:00:00.000 +0100,PM10,SlCzestoArmK,20.904,33.380
2019-01-06 22:00:00.000 +0100,PM10,SlCzestoArmK,45.538,34.746
2019-01-06 23:00:00.000 +0100,PM10,SlCzestoArmK,84.602,31.919
2019-01-07 00:00:00.000 +0100,PM10,SlCzestoArmK,84.800,34.010
2019-01-07 01:00:00.000 +0100,PM10,SlCzestoArmK,101.984,43.459
2019-01-07 02:00:00.000 +0100,PM10,SlCzestoArmK,138.408,36.879
2019-01-07 03:00:00.000 +0100,PM10,SlCzestoArmK,180.041,31.252
2019-01-07 04:00:00.000 +0100,PM10,SlCzestoArmK,154.081,28.067
2019-01-07 05:00:00.000 +0100,PM10,SlCzestoArmK,148.796,27.458
2019-01-07 06:00:00.000 +0100,PM10,SlCzestoArmK,189.977,31.750
2019-01-07 07:00:00.000 +0100,PM10,SlCzestoArmK,160.723,42.211
2019-01-07 08:00:00.000 +0100,PM10,SlCzestoArmK,180.495,51.167
2019-01-07 09:00:00.000 +0100,PM10,SlCzestoArmK,158.299,49.137
2019-01-07 10:00:00.000 +0100,PM10,SlCzestoArmK,168.413,37.981
2019-01-07 11:00:00.000 +0100,PM10,SlCzestoArmK,112.523,37.027
2019-01-07 12:00:00.000 +0100,PM10,SlCzestoArmK,78.988,34.943
2019-01-07 13:00:00.000 +0100,PM10,SlCzestoArmK,68.753,38.440
2019-01-07 14:00:00.000 +0100,PM10,SlCzestoArmK,88.211,47.539
2019-01-07 15:00:00.000 +0100,PM10,SlCzestoArmK,65.237,60.483
2019-01-07 16:00:00.000 +0100,PM10,SlCzestoArmK,63.537,64.351
2019-01-07 17:00:00.000 +0100,PM10,SlCzestoArmK,101.356,65.319
2019-01-07 18:00:00.000 +0100,PM10,SlCzestoArmK,97.982,66.748
2019-01-07 19:00:00.000 +0100,PM10,SlCzestoArmK,96.934,66.954
2019-01-07 20:00:00.000 +0100,PM10,SlCzestoArmK,90.455,54.121
2019-01-07 21:00:00.000 +0100,PM10,SlCzestoArmK,93.982,69.566
2019-01-07 22:00:00.000 +0100,PM10,SlCzestoArmK,109.722,68.471
2019-01-07 23:00:00.000 +0100,PM10,SlCzestoArmK,94.619,45.013
2019-01-08 00:00:00.000 +0100,PM10,SlCzestoArmK,99.825,38.808
2019-01-08 01:00:00.000 +0100,PM10,SlCzestoArmK,86.390,40.302
2019-01-08 02:00:00.000 +0100,PM10,SlCzestoArmK,67.318,40.923
2019-01-08 03:00:00.000 +0100,PM10,SlCzestoArmK,64.213,40.041
2019-01-08 04:00:00.000 +0100,PM10,SlCzestoArmK,47.506,40.515
2019-01-08 05:00:00.000 +0100,PM10,SlCzestoArmK,27.811,38.176
2019-01-08 06:00:00.000 +0100,PM10,SlCzestoArmK,17.010,35.568
2019-01-08 07:00:00.000 +0100,PM10,SlCzestoArmK,25.249,34.751
2019-01-08 08:00:00.000 +0100,PM10,SlCzestoArmK,21.644,33.673
2019-01-08 09:00:00.000 +0100,PM10,SlCzestoArmK,21.617,33.090
2019-01-08 10:00:00.000 +0100,PM10,SlCzestoArmK,15.319,33.256
2019-01-08 11:00:00.000 +0100,PM10,SlCzestoArmK,16.659,33.728
2019-01-08 12:00:00.000 +0100,PM10,SlCzestoArmK,23.506,34.651
2019-01-08 13:00:00.000 +0100,PM10,SlCzestoArmK,21.197,35.244
2019-01-08 14:00:00.000 +0100,PM10,SlCzestoArmK,22.614,35.546
2019-01-08 15:00:00.000 +0100,PM10,SlCzestoArmK,23.683,35.534
2019-01-08 16:00:00.000 +0100,PM10,SlCzestoArmK,27.570,33.446
2019-01-08 17:00:00.000 +0100,PM10,SlCzestoArmK,21.285,29.681
2019-01-08 18:00:00.000 +0100,PM10,SlCzestoArmK,30.527,26.842
2019-01-08 19:00:00.000 +0100,PM10,SlCzestoArmK,33.607,24.078
2019-01-08 20:00:00.000 +0100,PM10,SlCzestoArmK,27.140,22.629
2019-01-08 21:00:00.000 +0100,PM10,SlCzestoArmK,24.926,22.760
2019-01-08 22:00:00.000 +0100,PM10,SlCzestoArmK,16.696,23.353
2019-01-08 23:00:00.000 +0100,PM10,SlCzestoArmK,19.497,20.572
2019-01-09 00:00:00.000 +0100,PM10,SlCzestoArmK,17.465,22.019
2019-01-09 01:00:00.000 +0100,PM10,SlCzestoArmK,14.107,26.602
2019-01-09 02:00:00.000 +0100,PM10,SlCzestoArmK,8.511,27.536
2019-01-09 03:00:00.000 +0100,PM10,SlCzestoArmK,15.576,27.995
2019-01-09 04:00:00.000 +0100,PM10,SlCzestoArmK,12.062,28.361
2019-01-09 05:00:00.000 +0100,PM10,SlCzestoArmK,8.946,26.660
2019-01-09 06:00:00.000 +0100,PM10,SlCzestoArmK,18.821,26.418
2019-01-09 07:00:00.000 +0100,PM10,SlCzestoArmK,23.328,25.012
2019-01-09 08:00:00.000 +0100,PM10,SlCzestoArmK,24.340,24.199
2019-01-09 09:00:00.000 +0100,PM10,SlCzestoArmK,27.944,24.419
2019-01-09 10:00:00.000 +0100,PM10,SlCzestoArmK,27.823,25.567
2019-01-09 11:00:00.000 +0100,PM10,SlCzestoArmK,27.927,37.775
2019-01-09 12:00:00.000 +0100,PM10,SlCzestoArmK,25.022,60.756
2019-01-09 13:00:00.000 +0100,PM10,SlCzestoArmK,24.187,45.840
2019-01-09 14:00:00.000 +0100,PM10,SlCzestoArmK,40.215,29.514
2019-01-09 15:00:00.000 +0100,PM10,SlCzestoArmK,55.869,28.903
2019-01-09 16:00:00.000 +0100,PM10,SlCzestoArmK,81.696,33.023
2019-01-09 17:00:00.000 +0100,PM10,SlCzestoArmK,102.668,35.921
2019-01-09 18:00:00.000 +0100,PM10,SlCzestoArmK,98.305,35.041
2019-01-09 19:00:00.000 +0100,PM10,SlCzestoArmK,78.856,33.173
2019-01-09 20:00:00.000 +0100,PM10,SlCzestoArmK,58.575,32.638
2019-01-09 21:00:00.000 +0100,PM10,SlCzestoArmK,62.045,34.339
2019-01-09 22:00:00.000 +0100,PM10,SlCzestoArmK,60.481,36.528
2019-01-09 23:00:00.000 +0100,PM10,SlCzestoArmK,68.054,38.400
2019-01-10 00:00:00.000 +0100,PM10,SlCzestoArmK,69.597,39.465
2019-01-10 01:00:00.000 +0100,PM10,SlCzestoArmK,55.559,67.982
2019-01-10 02:00:00.000 +0100,PM10,SlCzestoArmK,44.839,83.568
2019-01-10 03:00:00.000 +0100,PM10,SlCzestoArmK,38.832,69.896
2019-01-10 04:00:00.000 +0100,PM10,SlCzestoArmK,45.696,68.264
2019-01-10 05:00:00.000 +0100,PM10,SlCzestoArmK,52.955,73.046
2019-01-10 06:00:00.000 +0100,PM10,SlCzestoArmK,57.987,76.587
2019-01-10 07:00:00.000 +0100,PM10,SlCzestoArmK,55.966,73.477
2019-01-10 08:00:00.000 +0100,PM10,SlCzestoArmK,56.560,73.938
2019-01-10 09:00:00.000 +0100,PM10,SlCzestoArmK,57.925,77.900
2019-01-10 10:00:00.000 +0100,PM10,SlCzestoArmK,49.120,86.238
2019-01-10 11:00:00.000 +0100,PM10,SlCzestoArmK,72.254,81.573
2019-01-10 12:00:00.000 +0100,PM10,SlCzestoArmK,66.817,74.121
2019-01-10 13:00:00.000 +0100,PM10,SlCzestoArmK,59.194,67.785
2019-01-10 14:00:00.000 +0100,PM10,SlCzestoArmK,62.126,63.894
2019-01-10 15:00:00.000 +0100,PM10,SlCzestoArmK,56.218,61.315
2019-01-10 16:00:00.000 +0100,PM10,SlCzestoArmK,69.462,60.144
2019-01-10 17:00:00.000 +0100,PM10,SlCzestoArmK,61.089,59.189
2019-01-10 18:00:00.000 +0100,PM10,SlCzestoArmK,83.454,60.294
2019-01-10 19:00:00.000 +0100,PM10,SlCzestoArmK,65.347,58.604
2019-01-10 20:00:00.000 +0100,PM10,SlCzestoArmK,66.119,58.686
2019-01-10 21:00:00.000 +0100,PM10,SlCzestoArmK,64.130,60.443
2019-01-10 22:00:00.000 +0100,PM10,SlCzestoArmK,59.378,60.591
2019-01-10 23:00:00.000 +0100,PM10,SlCzestoArmK,67.622,62.036
2019-01-11 00:00:00.000 +0100,PM10,SlCzestoArmK,69.127,62.363
2019-01-11 01:00:00.000 +0100,PM10,SlCzestoArmK,71.424,66.981
2019-01-11 02:00:00.000 +0100,PM10,SlCzestoArmK,59.452,69.374
2019-01-11 03:00:00.000 +0100,PM10,SlCzestoArmK,64.082,63.761
2019-01-11 04:00:00.000 +0100,PM10,SlCzestoArmK,50.930,53.217
2019-01-11 05:00:00.000 +0100,PM10,SlCzestoArmK,51.492,48.810
2019-01-11 06:00:00.000 +0100,PM10,SlCzestoArmK,43.793,50.208
2019-01-11 07:00:00.000 +0100,PM10,SlCzestoArmK,51.727,51.332
2019-01-11 08:00:00.000 +0100,PM10,SlCzestoArmK,54.596,57.964
2019-01-11 09:00:00.000 +0100,PM10,SlCzestoArmK,42.127,64.238
2019-01-11 10:00:00.000 +0100,PM10,SlCzestoArmK,44.774,55.602
2019-01-11 11:00:00.000 +0100,PM10,SlCzestoArmK,54.081,49.202
2019-01-11 12:00:00.000 +0100,PM10,SlCzestoArmK,54.052,43.730
2019-01-11 13:00:00.000 +0100,PM10,SlCzestoArmK,50.328,43.950
2019-01-11 14:00:00.000 +0100,PM10,SlCzestoArmK,42.250,43.805
2019-01-11 15:00:00.000 +0100,PM10,SlCzestoArmK,53.847,31.712
2019-01-11 16:00:00.000 +0100,PM10,SlCzestoArmK,71.659,33.721
2019-01-11 17:00:00.000 +0100,PM10,SlCzestoArmK,70.336,33.459
2019-01-11 18:00:00.000 +0100,PM10,SlCzestoArmK,62.580,40.656
2019-01-11 19:00:00.000 +0100,PM10,SlCzestoArmK,44.330,39.581
2019-01-11 20:00:00.000 +0100,PM10,SlCzestoArmK,31.648,33.790
2019-01-11 21:00:00.000 +0100,PM10,SlCzestoArmK,27.804,31.395
2019-01-11 22:00:00.000 +0100,PM10,SlCzestoArmK,24.307,31.796
2019-01-11 23:00:00.000 +0100,PM10,SlCzestoArmK,24.579,32.046
2019-01-12 00:00:00.000 +0100,PM10,SlCzestoArmK,13.904,31.461
2019-01-12 01:00:00.000 +0100,PM10,SlCzestoArmK,12.923,30.621
2019-01-12 02:00:00.000 +0100,PM10,SlCzestoArmK,10.322,29.229
2019-01-12 03:00:00.000 +0100,PM10,SlCzestoArmK,8.569,28.602
2019-01-12 04:00:00.000 +0100,PM10,SlCzestoArmK,7.010,29.621
2019-01-12 05:00:00.000 +0100,PM10,SlCzestoArmK,13.830,31.367
2019-01-12 06:00:00.000 +0100,PM10,SlCzestoArmK,19.971,34.964
2019-01-12 07:00:00.000 +0100,PM10,SlCzestoArmK,39.237,38.821
2019-01-12 08:00:00.000 +0100,PM10,SlCzestoArmK,34.330,38.339
2019-01-12 09:00:00.000 +0100,PM10,SlCzestoArmK,21.239,35.254
2019-01-12 10:00:00.000 +0100,PM10,SlCzestoArmK,30.811,32.694
2019-01-12 11:00:00.000 +0100,PM10,SlCzestoArmK,35.059,29.611
2019-01-12 12:00:00.000 +0100,PM10,SlCzestoArmK,33.905,28.556
2019-01-12 13:00:00.000 +0100,PM10,SlCzestoArmK,29.602,26.991
2019-01-12 14:00:00.000 +0100,PM10,SlCzestoArmK,44.462,22.653
2019-01-12 15:00:00.000 +0100,PM10,SlCzestoArmK,41.112,21.421
2019-01-12 16:00:00.000 +0100,PM10,SlCzestoArmK,41.886,20.000
2019-01-12 17:00:00.000 +0100,PM10,SlCzestoArmK,40.624,21.294
2019-01-12 18:00:00.000 +0100,PM10,SlCzestoArmK,25.146,24.689
2019-01-12 19:00:00.000 +0100,PM10,SlCzestoArmK,38.217,29.435
2019-01-12 20:00:00.000 +0100,PM10,SlCzestoArmK,24.695,32.673
2019-01-12 21:00:00.000 +0100,PM10,SlCzestoArmK,31.099,34.832
2019-01-12 22:00:00.000 +0100,PM10,SlCzestoArmK,24.303,37.390
2019-01-12 23:00:00.000 +0100,PM10,SlCzestoArmK,21.395,39.235
2019-01-13 00:00:00.000 +0100,PM10,SlCzestoArmK,13.048,36.251
2019-01-13 01:00:00.000 +0100,PM10,SlCzestoArmK,11.706,36.769
2019-01-13 02:00:00.000 +0100,PM10,SlCzestoArmK,13.786,34.815
2019-01-13 03:00:00.000 +0100,PM10,SlCzestoArmK,11.051,31.919
2019-01-13 04:00:00.000 +0100,PM10,SlCzestoArmK,13.942,29.564
2019-01-13 05:00:00.000 +0100,PM10,SlCzestoArmK,9.771,25.829
2019-01-13 06:00:00.000 +0100,PM10,SlCzestoArmK,8.268,20.545
2019-01-13 07:00:00.000 +0100,PM10,SlCzestoArmK,12.992,18.498
2019-01-13 08:00:00.000 +0100,PM10,SlCzestoArmK,8.467,18.598
2019-01-13 09:00:00.000 +0100,PM10,SlCzestoArmK,13.526,17.768
2019-01-13 10:00:00.000 +0100,PM10,SlCzestoArmK,15.179,14.935
2019-01-13 11:00:00.000 +0100,PM10,SlCzestoArmK,16.609,13.214
2019-01-13 12:00:00.000 +0100,PM10,SlCzestoArmK,15.810,13.056
2019-01-13 13:00:00.000 +0100,PM10,SlCzestoArmK,18.079,13.604
2019-01-13 14:00:00.000 +0100,PM10,SlCzestoArmK,15.812,12.518
2019-01-13 15:00:00.000 +0100,PM10,SlCzestoArmK,18.622,14.960
2019-01-13 16:00:00.000 +0100,PM10,SlCzestoArmK,19.157,15.490
2019-01-13 17:00:00.000 +0100,PM10,SlCzestoArmK,13.039,14.770
2019-01-13 18:00:00.000 +0100,PM10,SlCzestoArmK,11.546,16.471
2019-01-13 19:00:00.000 +0100,PM10,SlCzestoArmK,20.082,14.809
2019-01-13 20:00:00.000 +0100,PM10,SlCzestoArmK,15.436,12.713
2019-01-13 21:00:00.000 +0100,PM10,SlCzestoArmK,14.860,10.531
2019-01-13 22:00:00.000 +0100,PM10,SlCzestoArmK,9.073,8.572
2019-01-13 23:00:00.000 +0100,PM10,SlCzestoArmK,7.060,11.696
2019-01-14 00:00:00.000 +0100,PM10,SlCzestoArmK,12.721,11.602
2019-01-14 01:00:00.000 +0100,PM10,SlCzestoArmK,8.943,12.406
2019-01-14 02:00:00.000 +0100,PM10,SlCzestoArmK,9.911,11.355
2019-01-14 03:00:00.000 +0100,PM10,SlCzestoArmK,6.137,10.042
2019-01-14 04:00:00.000 +0100,PM10,SlCzestoArmK,3.371,10.916
2019-01-14 05:00:00.000 +0100,PM10,SlCzestoArmK,8.624,13.686
2019-01-14 06:00:00.000 +0100,PM10,SlCzestoArmK,10.392,12.266
2019-01-14 07:00:00.000 +0100,PM10,SlCzestoArmK,7.837,20.509
2019-01-14 08:00:00.000 +0100,PM10,SlCzestoArmK,12.727,26.592
2019-01-14 09:00:00.000 +0100,PM10,SlCzestoArmK,14.969,22.589
2019-01-14 10:00:00.000 +0100,PM10,SlCzestoArmK,15.279,18.033
2019-01-14 11:00:00.000 +0100,PM10,SlCzestoArmK,9.221,14.725
2019-01-14 12:00:00.000 +0100,PM10,SlCzestoArmK,17.316,16.081
2019-01-14 13:00:00.000 +0100,PM10,SlCzestoArmK,15.845,16.368
2019-01-14 14:00:00.000 +0100,PM10,SlCzestoArmK,20.540,14.600
2019-01-14 15:00:00.000 +0100,PM10,SlCzestoArmK,24.458,17.201
2019-01-14 16:00:00.000 +0100,PM10,SlCzestoArmK,15.692,15.840
2019-01-14 17:00:00.000 +0100,PM10,SlCzestoArmK,16.034,21.137
2019-01-14 18:00:00.000 +0100,PM10,SlCzestoArmK,16.840,20.225
2019-01-14 19:00:00.000 +0100,PM10,SlCzestoArmK,15.798,21.789
2019-01-14 20:00:00.000 +0100,PM10,SlCzestoArmK,14.881,20.608
2019-01-14 21:00:00.000 +0100,PM10,SlCzestoArmK,17.720,21.438
2019-01-14 22:00:00.000 +0100,PM10,SlCzestoArmK,17.793,23.091
2019-01-14 23:00:00.000 +0100,PM10,SlCzestoArmK,7.485,24.305
2019-01-15 00:00:00.000 +0100,PM10,SlCzestoArmK,13.312,23.489
2019-01-15 01:00:00.000 +0100,PM10,SlCzestoArmK,16.105,26.432
2019-01-15 02:00:00.000 +0100,PM10,SlCzestoArmK,13.038,29.553
2019-01-15 03:00:00.000 +0100,PM10,SlCzestoArmK,17.198,26.576
2019-01-15 04:00:00.000 +0100,PM10,SlCzestoArmK,12.989,22.423
