"dt","paramname","observed_value","monitoring_value","model_value","id_station","station_name","station_code","station_type","area_type","station_lat","station_lon"
2023-01-01 01:00:00.000 +0100,PM2.5,22.300,22.300,11.223,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 02:00:00.000 +0100,PM2.5,8.000,8.000,10.772,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 03:00:00.000 +0100,PM2.5,6.400,6.400,10.395,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 04:00:00.000 +0100,PM2.5,7.200,7.200,10.139,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 05:00:00.000 +0100,PM2.5,6.900,6.900,9.592,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 06:00:00.000 +0100,PM2.5,7.000,7.000,9.153,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 07:00:00.000 +0100,PM2.5,6.600,6.600,9.256,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 08:00:00.000 +0100,PM2.5,6.600,6.600,9.147,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 09:00:00.000 +0100,PM2.5,6.900,6.900,9.841,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 10:00:00.000 +0100,PM2.5,7.700,7.700,10.542,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 11:00:00.000 +0100,PM2.5,8.900,8.900,10.364,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 12:00:00.000 +0100,PM2.5,9.300,9.300,10.822,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 13:00:00.000 +0100,PM2.5,10.000,10.000,11.328,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 14:00:00.000 +0100,PM2.5,9.700,9.700,12.033,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 15:00:00.000 +0100,PM2.5,9.200,9.200,12.766,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 16:00:00.000 +0100,PM2.5,10.700,10.700,14.074,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 17:00:00.000 +0100,PM2.5,9.700,9.700,16.095,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 18:00:00.000 +0100,PM2.5,11.000,11.000,18.566,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 19:00:00.000 +0100,PM2.5,11.700,11.700,21.113,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 20:00:00.000 +0100,PM2.5,14.700,14.700,24.289,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 21:00:00.000 +0100,PM2.5,15.800,15.800,27.054,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 22:00:00.000 +0100,PM2.5,16.600,16.600,25.097,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-01 23:00:00.000 +0100,PM2.5,16.600,16.600,21.943,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 00:00:00.000 +0100,PM2.5,22.000,22.000,23.281,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 01:00:00.000 +0100,PM2.5,16.000,16.000,29.247,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 02:00:00.000 +0100,PM2.5,14.100,14.100,31.841,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 03:00:00.000 +0100,PM2.5,14.100,14.100,32.388,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 04:00:00.000 +0100,PM2.5,14.400,14.400,26.414,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 05:00:00.000 +0100,PM2.5,16.200,16.200,22.891,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 06:00:00.000 +0100,PM2.5,16.600,16.600,23.091,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 07:00:00.000 +0100,PM2.5,16.300,16.300,24.392,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 08:00:00.000 +0100,PM2.5,14.500,14.500,22.688,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 09:00:00.000 +0100,PM2.5,14.800,14.800,23.578,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 10:00:00.000 +0100,PM2.5,15.700,15.700,23.356,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 11:00:00.000 +0100,PM2.5,19.000,19.000,22.404,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 12:00:00.000 +0100,PM2.5,21.800,21.800,22.239,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 13:00:00.000 +0100,PM2.5,20.900,20.900,22.332,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 14:00:00.000 +0100,PM2.5,23.000,23.000,21.120,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 15:00:00.000 +0100,PM2.5,19.100,19.100,21.209,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 16:00:00.000 +0100,PM2.5,19.900,19.900,21.051,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 17:00:00.000 +0100,PM2.5,21.400,21.400,21.442,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 18:00:00.000 +0100,PM2.5,22.800,22.800,22.147,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 19:00:00.000 +0100,PM2.5,23.900,23.900,24.504,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 20:00:00.000 +0100,PM2.5,21.400,21.400,25.830,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 21:00:00.000 +0100,PM2.5,21.800,21.800,26.455,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 22:00:00.000 +0100,PM2.5,19.900,19.900,26.814,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-02 23:00:00.000 +0100,PM2.5,16.200,16.200,26.474,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 00:00:00.000 +0100,PM2.5,15.900,15.900,25.910,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 01:00:00.000 +0100,PM2.5,15.300,15.300,22.461,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 02:00:00.000 +0100,PM2.5,14.000,14.000,18.222,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 03:00:00.000 +0100,PM2.5,13.500,13.500,14.406,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 04:00:00.000 +0100,PM2.5,13.300,13.300,11.928,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 05:00:00.000 +0100,PM2.5,12.100,12.100,9.795,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 06:00:00.000 +0100,PM2.5,8.500,8.500,8.485,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 07:00:00.000 +0100,PM2.5,6.100,6.100,8.511,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 08:00:00.000 +0100,PM2.5,6.900,6.900,7.966,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 09:00:00.000 +0100,PM2.5,8.200,8.200,8.235,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 10:00:00.000 +0100,PM2.5,10.000,10.000,6.277,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 11:00:00.000 +0100,PM2.5,8.700,8.700,5.326,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 12:00:00.000 +0100,PM2.5,8.000,8.000,5.062,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 13:00:00.000 +0100,PM2.5,8.400,8.400,5.133,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 14:00:00.000 +0100,PM2.5,8.500,8.500,5.309,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 15:00:00.000 +0100,PM2.5,7.700,7.700,5.185,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 16:00:00.000 +0100,PM2.5,11.100,11.100,5.830,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 17:00:00.000 +0100,PM2.5,12.000,12.000,5.226,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 18:00:00.000 +0100,PM2.5,13.700,13.700,5.323,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 19:00:00.000 +0100,PM2.5,16.200,16.200,5.950,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 20:00:00.000 +0100,PM2.5,18.300,18.300,6.273,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 21:00:00.000 +0100,PM2.5,15.000,15.000,6.462,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 22:00:00.000 +0100,PM2.5,14.100,14.100,6.647,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-03 23:00:00.000 +0100,PM2.5,13.300,13.300,6.734,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 00:00:00.000 +0100,PM2.5,12.200,12.200,6.853,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 01:00:00.000 +0100,PM2.5,11.800,11.800,7.420,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 02:00:00.000 +0100,PM2.5,14.000,14.000,8.016,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 03:00:00.000 +0100,PM2.5,15.300,15.300,9.458,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 04:00:00.000 +0100,PM2.5,15.500,15.500,12.092,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 05:00:00.000 +0100,PM2.5,16.300,16.300,15.520,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 06:00:00.000 +0100,PM2.5,24.600,24.600,21.212,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 07:00:00.000 +0100,PM2.5,26.300,26.300,26.678,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 08:00:00.000 +0100,PM2.5,27.200,27.200,24.452,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 09:00:00.000 +0100,PM2.5,32.000,32.000,21.739,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 10:00:00.000 +0100,PM2.5,32.400,32.400,17.690,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 11:00:00.000 +0100,PM2.5,34.200,34.200,16.139,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 12:00:00.000 +0100,PM2.5,27.100,27.100,13.167,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 13:00:00.000 +0100,PM2.5,24.400,24.400,13.469,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 14:00:00.000 +0100,PM2.5,26.600,26.600,14.061,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 15:00:00.000 +0100,PM2.5,25.400,25.400,13.734,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 16:00:00.000 +0100,PM2.5,24.000,24.000,11.400,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 17:00:00.000 +0100,PM2.5,19.400,19.400,10.600,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 18:00:00.000 +0100,PM2.5,17.600,17.600,10.468,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 19:00:00.000 +0100,PM2.5,11.400,11.400,9.419,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 20:00:00.000 +0100,PM2.5,10.700,10.700,9.049,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 21:00:00.000 +0100,PM2.5,8.800,8.800,8.881,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 22:00:00.000 +0100,PM2.5,9.400,9.400,7.725,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-04 23:00:00.000 +0100,PM2.5,7.000,7.000,6.469,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 00:00:00.000 +0100,PM2.5,6.400,6.400,5.423,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 01:00:00.000 +0100,PM2.5,6.000,6.000,6.280,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 02:00:00.000 +0100,PM2.5,6.500,6.500,6.655,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 03:00:00.000 +0100,PM2.5,5.800,5.800,5.516,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 04:00:00.000 +0100,PM2.5,4.000,4.000,4.996,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 05:00:00.000 +0100,PM2.5,3.600,3.600,4.148,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 06:00:00.000 +0100,PM2.5,2.800,2.800,4.387,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 07:00:00.000 +0100,PM2.5,2.700,2.700,4.391,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 08:00:00.000 +0100,PM2.5,2.600,2.600,4.052,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 09:00:00.000 +0100,PM2.5,3.900,3.900,4.397,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 10:00:00.000 +0100,PM2.5,4.200,4.200,3.306,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 11:00:00.000 +0100,PM2.5,4.000,4.000,3.225,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 12:00:00.000 +0100,PM2.5,4.100,4.100,3.741,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 13:00:00.000 +0100,PM2.5,5.000,5.000,3.576,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 14:00:00.000 +0100,PM2.5,4.700,4.700,3.630,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 15:00:00.000 +0100,PM2.5,4.000,4.000,3.628,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 16:00:00.000 +0100,PM2.5,3.900,3.900,3.873,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 17:00:00.000 +0100,PM2.5,4.000,4.000,4.504,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 18:00:00.000 +0100,PM2.5,3.800,3.800,4.862,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 19:00:00.000 +0100,PM2.5,3.200,3.200,5.091,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 20:00:00.000 +0100,PM2.5,3.000,3.000,5.639,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 21:00:00.000 +0100,PM2.5,3.400,3.400,6.915,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 22:00:00.000 +0100,PM2.5,4.100,4.100,6.673,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-05 23:00:00.000 +0100,PM2.5,4.200,4.200,6.814,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 00:00:00.000 +0100,PM2.5,4.300,4.300,6.814,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 01:00:00.000 +0100,PM2.5,5.200,5.200,7.824,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 02:00:00.000 +0100,PM2.5,6.100,6.100,7.681,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 03:00:00.000 +0100,PM2.5,6.700,6.700,7.222,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 04:00:00.000 +0100,PM2.5,6.900,6.900,7.703,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 05:00:00.000 +0100,PM2.5,5.600,5.600,7.214,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 06:00:00.000 +0100,PM2.5,6.500,6.500,7.366,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 07:00:00.000 +0100,PM2.5,6.100,6.100,9.436,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 08:00:00.000 +0100,PM2.5,6.800,6.800,13.674,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 09:00:00.000 +0100,PM2.5,7.700,7.700,17.286,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 10:00:00.000 +0100,PM2.5,7.800,7.800,17.703,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 11:00:00.000 +0100,PM2.5,11.200,11.200,18.206,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 12:00:00.000 +0100,PM2.5,11.200,11.200,16.435,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 13:00:00.000 +0100,PM2.5,13.800,13.800,15.815,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 14:00:00.000 +0100,PM2.5,14.300,14.300,16.238,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 15:00:00.000 +0100,PM2.5,13.700,13.700,15.423,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 16:00:00.000 +0100,PM2.5,12.200,12.200,14.382,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 17:00:00.000 +0100,PM2.5,14.300,14.300,13.927,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 18:00:00.000 +0100,PM2.5,14.600,14.600,13.421,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 19:00:00.000 +0100,PM2.5,18.400,18.400,13.732,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 20:00:00.000 +0100,PM2.5,20.800,20.800,13.653,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 21:00:00.000 +0100,PM2.5,18.900,18.900,13.607,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 22:00:00.000 +0100,PM2.5,16.000,16.000,13.485,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-06 23:00:00.000 +0100,PM2.5,15.500,15.500,13.924,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 00:00:00.000 +0100,PM2.5,17.300,17.300,13.967,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 01:00:00.000 +0100,PM2.5,18.400,18.400,14.921,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 02:00:00.000 +0100,PM2.5,19.900,19.900,15.512,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 03:00:00.000 +0100,PM2.5,24.800,24.800,16.507,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 04:00:00.000 +0100,PM2.5,26.700,26.700,16.563,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 05:00:00.000 +0100,PM2.5,24.300,24.300,16.810,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 06:00:00.000 +0100,PM2.5,23.100,23.100,16.862,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 07:00:00.000 +0100,PM2.5,21.800,21.800,18.420,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 08:00:00.000 +0100,PM2.5,19.600,19.600,19.083,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 09:00:00.000 +0100,PM2.5,19.400,19.400,22.389,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 10:00:00.000 +0100,PM2.5,19.200,19.200,25.560,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 11:00:00.000 +0100,PM2.5,19.800,19.800,17.601,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 12:00:00.000 +0100,PM2.5,17.400,17.400,16.995,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 13:00:00.000 +0100,PM2.5,18.500,18.500,18.897,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
2023-01-07 14:00:00.000 +0100,PM2.5,17.600,17.600,15.934,530,"Warszawa, al. Niepodległości",MzWarAlNiepo,komunikacyjna,miejski,52.219298,21.004724
