ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-11-13 16:00:00,28.93,-3.19,61.62,28.93,28.93,-0.73,-0.73,-0.73,-2.90,-2.90,-2.90,2.45,2.45,2.45,-0.28,-0.28,-0.28,0.00,0.00,0.00,28.20
2025-11-13 17:00:00,28.93,-1.09,63.70,28.93,28.93,2.68,2.68,2.68,0.58,0.58,0.58,2.40,2.40,2.40,-0.30,-0.30,-0.30,0.00,0.00,0.00,31.61
2025-11-13 18:00:00,28.93,4.01,69.23,28.93,28.93,6.35,6.35,6.35,4.33,4.33,4.33,2.34,2.34,2.34,-0.32,-0.32,-0.32,0.00,0.00,0.00,35.28
2025-11-13 19:00:00,28.93,6.16,70.46,28.93,28.93,9.19,9.19,9.19,7.25,7.25,7.25,2.27,2.27,2.27,-0.33,-0.33,-0.33,0.00,0.00,0.00,38.12
2025-11-13 20:00:00,28.93,8.23,70.73,28.93,28.93,10.40,10.40,10.40,8.55,8.55,8.55,2.20,2.20,2.20,-0.35,-0.35,-0.35,0.00,0.00,0.00,39.33
2025-11-13 21:00:00,28.93,7.10,70.77,28.93,28.93,9.87,9.87,9.87,8.11,8.11,8.11,2.13,2.13,2.13,-0.37,-0.37,-0.37,0.00,0.00,0.00,38.80
2025-11-13 22:00:00,28.93,4.59,68.98,28.93,28.93,8.06,8.06,8.06,6.40,6.40,6.40,2.04,2.04,2.04,-0.39,-0.39,-0.39,0.00,0.00,0.00,36.99
2025-11-13 23:00:00,28.93,2.93,66.54,28.93,28.93,5.63,5.63,5.63,4.08,4.08,4.08,1.96,1.96,1.96,-0.41,-0.41,-0.41,0.00,0.00,0.00,34.56
2025-11-14 00:00:00,28.93,-2.14,63.04,28.93,28.93,3.17,3.17,3.17,1.72,1.72,1.72,1.87,1.87,1.87,-0.42,-0.42,-0.42,0.00,0.00,0.00,32.09
2025-11-14 01:00:00,28.93,-2.59,60.34,28.93,28.93,1.16,1.16,1.16,-0.17,-0.17,-0.17,1.78,1.78,1.78,-0.44,-0.44,-0.44,0.00,0.00,0.00,30.09
2025-11-14 02:00:00,28.93,-4.18,60.41,28.93,28.93,0.08,0.08,0.08,-1.15,-1.15,-1.15,1.68,1.68,1.68,-0.46,-0.46,-0.46,0.00,0.00,0.00,29.00
2025-11-14 03:00:00,28.93,-1.77,62.70,28.93,28.93,0.20,0.20,0.20,-0.91,-0.91,-0.91,1.58,1.58,1.58,-0.48,-0.48,-0.48,0.00,0.00,0.00,29.12
2025-11-14 04:00:00,28.92,-3.20,63.58,28.92,28.92,1.35,1.35,1.35,0.36,0.36,0.36,1.48,1.48,1.48,-0.49,-0.49,-0.49,0.00,0.00,0.00,30.27
2025-11-14 05:00:00,28.92,-0.02,63.04,28.92,28.92,2.75,2.75,2.75,1.88,1.88,1.88,1.38,1.38,1.38,-0.51,-0.51,-0.51,0.00,0.00,0.00,31.67
2025-11-14 06:00:00,28.92,-0.59,63.46,28.92,28.92,3.33,3.33,3.33,2.58,2.58,2.58,1.27,1.27,1.27,-0.52,-0.52,-0.52,0.00,0.00,0.00,32.26
2025-11-14 07:00:00,28.92,1.79,61.34,28.92,28.92,2.36,2.36,2.36,1.74,1.74,1.74,1.17,1.17,1.17,-0.54,-0.54,-0.54,0.00,0.00,0.00,31.29
2025-11-14 08:00:00,28.92,0.02,60.81,28.92,28.92,-0.03,-0.03,-0.03,-0.53,-0.53,-0.53,1.06,1.06,1.06,-0.56,-0.56,-0.56,0.00,0.00,0.00,28.89
2025-11-14 09:00:00,28.92,-6.28,58.42,28.92,28.92,-2.95,-2.95,-2.95,-3.33,-3.33,-3.33,0.95,0.95,0.95,-0.57,-0.57,-0.57,0.00,0.00,0.00,25.97
2025-11-14 10:00:00,28.92,-9.96,56.05,28.92,28.92,-5.36,-5.36,-5.36,-5.61,-5.61,-5.61,0.84,0.84,0.84,-0.59,-0.59,-0.59,0.00,0.00,0.00,23.56
2025-11-14 11:00:00,28.92,-11.81,53.89,28.92,28.92,-6.73,-6.73,-6.73,-6.85,-6.85,-6.85,0.72,0.72,0.72,-0.60,-0.60,-0.60,0.00,0.00,0.00,22.19
2025-11-14 12:00:00,28.92,-10.79,54.22,28.92,28.92,-7.21,-7.21,-7.21,-7.20,-7.20,-7.20,0.61,0.61,0.61,-0.62,-0.62,-0.62,0.00,0.00,0.00,21.71
2025-11-14 13:00:00,28.92,-11.17,52.57,28.92,28.92,-7.21,-7.21,-7.21,-7.07,-7.07,-7.07,0.50,0.50,0.50,-0.63,-0.63,-0.63,0.00,0.00,0.00,21.71
2025-11-14 14:00:00,28.92,-9.47,55.93,28.92,28.92,-6.83,-6.83,-6.83,-6.56,-6.56,-6.56,0.38,0.38,0.38,-0.65,-0.65,-0.65,0.00,0.00,0.00,22.09
2025-11-14 15:00:00,28.92,-8.35,54.77,28.92,28.92,-5.70,-5.70,-5.70,-5.31,-5.31,-5.31,0.27,0.27,0.27,-0.66,-0.66,-0.66,0.00,0.00,0.00,23.22
2025-11-14 16:00:00,28.92,-9.40,55.76,28.92,28.92,-3.42,-3.42,-3.42,-2.90,-2.90,-2.90,0.16,0.16,0.16,-0.68,-0.68,-0.68,0.00,0.00,0.00,25.50
2025-11-14 17:00:00,28.92,-3.22,62.23,28.92,28.92,-0.08,-0.08,-0.08,0.58,0.58,0.58,0.04,0.04,0.04,-0.69,-0.69,-0.69,0.00,0.00,0.00,28.84
2025-11-14 18:00:00,28.92,0.13,63.30,28.92,28.92,3.55,3.55,3.55,4.33,4.33,4.33,-0.08,-0.08,-0.08,-0.71,-0.71,-0.71,0.00,0.00,0.00,32.47
2025-11-14 19:00:00,28.92,3.45,69.89,28.92,28.92,6.34,6.34,6.34,7.25,7.25,7.25,-0.19,-0.19,-0.19,-0.72,-0.72,-0.72,0.00,0.00,0.00,35.26
2025-11-14 20:00:00,28.92,5.06,69.23,28.92,28.92,7.51,7.51,7.51,8.55,8.55,8.55,-0.31,-0.31,-0.31,-0.74,-0.74,-0.74,0.00,0.00,0.00,36.43
2025-11-14 21:00:00,28.92,4.10,69.82,28.92,28.92,6.94,6.94,6.94,8.11,8.11,8.11,-0.42,-0.42,-0.42,-0.75,-0.75,-0.75,0.00,0.00,0.00,35.86
2025-11-14 22:00:00,28.92,3.19,66.89,28.92,28.92,5.10,5.10,5.10,6.40,6.40,6.40,-0.54,-0.54,-0.54,-0.76,-0.76,-0.76,0.00,0.00,0.00,34.02
2025-11-14 23:00:00,28.92,-1.25,62.85,28.92,28.92,2.64,2.64,2.64,4.08,4.08,4.08,-0.66,-0.66,-0.66,-0.78,-0.78,-0.78,0.00,0.00,0.00,31.56
2025-11-15 00:00:00,28.92,-4.00,61.75,28.92,28.92,0.15,0.15,0.15,1.72,1.72,1.72,-0.78,-0.78,-0.78,-0.79,-0.79,-0.79,0.00,0.00,0.00,29.07
2025-11-15 01:00:00,28.92,-5.78,58.99,28.92,28.92,-1.87,-1.87,-1.87,-0.17,-0.17,-0.17,-0.90,-0.90,-0.90,-0.80,-0.80,-0.80,0.00,0.00,0.00,27.04
2025-11-15 02:00:00,28.92,-4.78,59.91,28.92,28.92,-2.98,-2.98,-2.98,-1.15,-1.15,-1.15,-1.02,-1.02,-1.02,-0.81,-0.81,-0.81,0.00,0.00,0.00,25.94
2025-11-15 03:00:00,28.92,-7.27,57.98,28.92,28.92,-2.87,-2.87,-2.87,-0.91,-0.91,-0.91,-1.14,-1.14,-1.14,-0.83,-0.83,-0.83,0.00,0.00,0.00,26.04
2025-11-15 04:00:00,28.91,-5.45,61.54,28.91,28.91,-1.74,-1.74,-1.74,0.36,0.36,0.36,-1.26,-1.26,-1.26,-0.84,-0.84,-0.84,0.00,0.00,0.00,27.18
2025-11-15 05:00:00,28.91,-5.13,59.31,28.91,28.91,-0.35,-0.35,-0.35,1.88,1.88,1.88,-1.38,-1.38,-1.38,-0.85,-0.85,-0.85,0.00,0.00,0.00,28.57
